Comune,Cratere Centro Italia 2016,media_prima,media_dopo,varPhones,Variaz
Tione degli Abruzzi,0.0,556.4549749325106,596.3363245931283,0.07167039824822255,-1.9671144126282192
Tocco da Casauria,0.0,3111.908011955264,3056.316862567812,-0.01786400792500387,-4.128544745122173
Todi,0.0,19571.723765908217,21208.99824819168,0.08365509864467924,3.2082653504507523
Toffia,0.0,718.1973100655612,876.969202079566,0.22107001765226778,25.880482009706807
Tolentino,1.0,26471.612475896647,28881.061403707055,0.09102010427223872,2.49991266727153
Tolfa,0.0,835.9102969533359,1075.8498417721519,0.2870398243607357,12.256288976585644
Tollo,0.0,2967.174354030081,3591.8551424050634,0.210530529669255,10.546435553860304
Torano Nuovo,0.0,813.8732549170845,981.3585895117542,0.20578798182983993,4.5009817789170095
Torgiano,0.0,9480.133233706132,10361.850881555152,0.09300688356510832,2.50395030985108
Tornimparte,0.0,4445.84461048978,4677.032617540687,0.052000919354092734,-4.83534067707369
Torre San Patrizio,0.0,2676.617383339761,3325.920162748644,0.24258333800354856,8.604257341881736
Torre de' Passeri,0.0,1119.7006845352873,1353.220931283906,0.20855595604600113,11.28421390774405
Torrevecchia Teatina,0.0,4418.903094870806,5146.085330018083,0.16456170672566828,8.047482947003417
Torri in Sabina,0.0,2073.7202853837257,2324.576819620253,0.12096932069606883,10.82118525244348
Torricella Sicura,1.0,2267.635210181257,2472.481363019892,0.0903347028300292,2.661916231828028
Torricella in Sabina,0.0,887.7709313536444,1025.7360420433997,0.1554062042551794,4.184407798825529
Torrita Tiberina,0.0,1514.0190030852293,1651.6790235081373,0.09092357502936749,6.321221031427992
Torrita di Siena,0.0,140.25031816428847,140.01645569620254,-0.00166746479542375,-7.520857009604286
Tortoreto,0.0,14899.895458927882,16040.481984629294,0.07654996834343444,17.21809820238733
Tossicia,1.0,1710.7417855765523,2150.8782775768536,0.257278156008779,-0.6154179909726112
Trecastelli,0.0,9633.126282298495,10207.237974683543,0.0595976503951802,0.073228245623478
Treia,1.0,18065.456604319323,18717.007527124773,0.036066119837218476,-5.806379462413388
Trevi,0.0,9654.858513305053,10303.053424502712,0.06713665563347225,-2.3908586679305555
Trevignano Romano,0.0,3707.6136907057466,4662.943026672694,0.2576669026661998,22.88529043828953
Tuoro sul Trasimeno,0.0,8125.57793096799,8484.039805605787,0.04411524665484246,-2.736344128440002
Turrivalignani,0.0,543.6010991129965,968.212872965642,0.7811091157569254,58.87939711328115
Tuscania,0.0,4625.8252892402625,5742.832086347197,0.24147189469198263,18.67643359030473
Umbertide,0.0,20980.371885846507,22228.822818716097,0.05950566270523557,1.1132096239170324
Urbania,0.0,8609.632539529503,9552.553989602171,0.10951936052362544,-0.9900822848709232
Urbino,0.0,15813.392412263787,17301.404328661843,0.09409820977085573,4.646287285204984
Urbisaglia,1.0,3860.7595931353644,4027.8535375226043,0.04328006972626365,1.74260525850682
Ussita,1.0,1872.0411299652912,627.4072784810127,-0.6648539028132117,-56.173259667523226
Vacone,0.0,521.2025356729657,572.4882233273056,0.09839876850967519,1.4535091098966342
Vacri,0.0,1363.2329155418436,1596.6706600361663,0.17123834220327516,1.3569058258868345
Valentano,0.0,212.11419205553412,273.88331826401446,0.29120694664460933,28.7757643600571
Valfabbrica,0.0,6265.858898958735,6837.769055153707,0.09127402410705615,2.118178165224397
Valle Castellana,1.0,3014.9099980717315,2811.5142518083185,-0.06746328958194452,-6.7831964410131205
Vallerano,0.0,1017.2701504049363,1150.7567698915009,0.1312204230443886,5.643565200780312
Vallo di Nera,1.0,1429.6700057848054,1421.00279159132,-0.006062387934569357,-8.292318797067509
Valtopina,0.0,2466.865696104898,2637.9253277576854,0.0693429042054804,-1.9579704701330087
Varco Sabino,0.0,261.27156768222136,208.67522603978298,-0.20130909041893952,-8.802058728189294
Vasanello,0.0,2103.715946779792,2387.9381216094034,0.13510482499535031,10.619098579947888
Vejano,0.0,2922.489008870035,3427.590122061483,0.17283251080103895,7.172553441016986
Venarotta,1.0,2951.416881989973,2989.851638788427,0.013022476435975311,-3.010624448313833
Verghereto,0.0,415.5801388353259,343.9228074141049,-0.1724272281684166,-7.003086310561588
Vetralla,0.0,6967.131180100269,7968.964183996382,0.14379419276008162,11.141527088862253
Vicoli,0.0,448.57414192055535,413.397287522604,-0.07841926475597276,5.023871767004599
Vignanello,0.0,1558.4285480138835,1662.4359629294756,0.06673864839561804,-0.0656742887314998
Villa Celiera,0.0,748.8164866949479,697.6757007233273,-0.06829548611748756,-2.5182232147411687
Villa San Giovanni in Tuscia,0.0,603.3369456228306,617.1176989150091,0.022840890802655004,2.9536814566438965
Villa Sant'Angelo,0.0,231.95955456999616,267.5788765822785,0.1535583307974229,-1.063206121512295
Villa Santa Lucia degli Abruzzi,0.0,619.7041650597763,615.3345501808318,-0.007051130402718873,-2.961097329052033
Villamagna,0.0,2299.5701407635943,2671.1823349909587,0.16160072164790198,4.592221371713723
Visso,1.0,3745.3193019668333,2389.2147151898735,-0.3620798328368984,-32.27038731740722
Viterbo,0.0,59906.488893173926,70060.16721292947,0.16949212860499516,8.84836294132136
Vitorchiano,0.0,3294.340869649055,4361.6125226039785,0.3239712267749085,22.026583020855124
